0	Z IY R OW
KHWAHISHMAND	K W AH HH IH SH M AH N D
KHWAJA	K W AA JH AH
KHWARJA	K W AO R JH AH
KHWARZIMI	K W AO R Z AH M IY
KI	K IY
KIA	K IY ER
KICH	K IH CH
KIDNAP	K IH D N AE P
KIDS	K IH D Z
KIFALAT	K IH F AH L AH T
KIFAYAT	K IH F EY AH T
KIJIYE	K IH JH IY AY
KILO	K IH L OW
KILOMETERE	K IH L AH M IY T AH R
KIMOTHRAPI	K AH M AA TH R AH P IY
KINARA	K IH N AH R AH
KINARAY	K IH N AH R EY
KINDLY	K AY N D L IY
KINDS	K AY N D Z
KINDS(2)	K AY N Z
KINGDOM	K IH NG D AH M
KINRADE	K IH N R EY D
KIRDAAR	K AH R D EY AH R
KIRDAR	K AH R D AH R
KIS	K IH S
KISAM	K IH S AH M
KISI	K IH S IY
KISSA	K IH S AH
KISSE	K IH S
KISSI	K IH S IY
KITAAB	K IH T AH B
KITAABEN	K IH T AH AH B IY AH N
KITABCHA	K AH T AE B CH AH
KITNA	K IH T N AH
KITNAY	K IH T N EY IY
KIYA	K AY AY AH
KIYE	K AY AY
KIZULFON	K AH Z AH L F AH N
KNOW	N OW
KO	K OW
KOCHIGARH	K AA CH AH G AH R
KOCHRIKO	K AA K R AH K OW
KOFEN	K OW F AH N
KOHASTAN	K AH HH AE S T AH N
KOI	K OY
KOIL	K OY L
KOILE	K OW AH L
KOKH	K AA K
KOLESHEN	K AA L AH SH AH N
KOLSERY	K AA L Z AH R IY
KON	K AA N
KONEEN	K OW N IY AH N
KONSI	K AA N S IY
KOOCHA	K UW CH AH
KOOCHE	K UW CH
KOOFI	K UW F IY
KOOYEN	K UW AY AH N
KOREAN	K AO R IY AH N
KORH	K AO R
KORI	K AO R IY
KORIYAN	K AH R IY AY AH N
KORMA	K AO R M AH
KOSHA	K AA SH AH
KOSHISH	K AA SH AH SH
KOSHISHEN	K AA SH AH SH AH N
KOSHISHON	K AA SH AH SH AH N
KOSON	K AA S AH N
KOTAHI	K AA T AH HH IY
KOTHEY	K AA TH IY
KOTHI	K AA TH IY
KOTHIYON	K AH TH IY AY AH N
KOTHRI	K AA TH R IY
KOTHYAN	K AA TH AY AH N
KR	K EY R
KRAON	K R EY AH N
KRNA	K R N AA
KRNE	K R N
KRNI	K R N IY
KRTA	K R T AA
KRTE	K R T
KRTI	K R T IY
KTABCHE	K T AE B CH
KUB	K AH B
KUCH	K AH CH
KUCHA	K AH CH AH
KUCHLE	K AH K L
KUFFAR	K AH F AH R
KUFR	K AH F R
KUH	K UW
KULSOOM	K AH L S UW M
KUM	K AH M
KUN	K AH N
KUNR	K AH N R
KUNWAN	K AH N W AH N
KURHNE	K AH R N
KYA	K AY AH
KYOLRI	K AY OW L R IY
KYUN	K AY AH N
KYUNKAY	K AY AH NG K EY IY
KYUN-KE	K AY AH N K EH
L	EH L
L	EH L
LA	L AA
LAAD	L AA D
LAAKH	L AA K
LAAL	L EY AH L
LAALCHI	L AA L CH IY
LAAM	L AA M
LAATHI	L AA TH IY
LAAYE	L AA AY
LAB	L AE B
LABALAB	L AE B AH L AE B
LABATTAH	L AH B AE T AH
LABING	L AE B IH NG
LABORATORY	L AE B R AH T AO R IY
LABOUR	L EY B ER
LACHAK	L AE CH AH K
LACHAR	L AE CH AH R
LADEENIYAT	L EY D AH N IY AY AH T
LADKAWALA	L AE D K AO AH L AH
LADLEY	L AE D L IY
LADY	L EY D IY
LAEIN	L IY AH N
LAFZ	L AE F Z
LAFZI	L AE F Z IY
LAFZON	L AE F Z AH N
LAGA	L AE G AH
LAGAATA	L AE G AH T AH
LAGAI	L AE G EY
LAGANA	L AA G AE N AH
LAGANE	L AH G EY N
LAGAO	L AE G EY OW
LAGAT	L AE G AH T
LAGAYA	L AE G EY AH
LAGAYE	L AE G EY
LAGAYEN	L AE G AH Y EH N
LAGE	L EY JH
LAGEN	L AE G AH N
LAGEY	L EY JH IY
LAGHARI	L AE AH R IY
LAGHZISH	L AE Z AH SH
LAGI	L AE JH IY
LAHAQ	L AE HH AH K
LAHO	L AE HH OW
LAHORE	L AA HH AO R
LAHORI	L AE HH AH R IY
LAHORIYAAT	L AE HH AH R IY AY AH T
LAHU	L AE HH UW
LAI	L AY
LAIHA	L EY HH AH
LAIK	L EY K
LAILA	L EY L AH
LAIS	L EY Z
LAKAR	L EY K ER
LAKARWAALA	L AH K AA R W AH L AH
LAKARWAARA	L AH K AA R W AH R AH
LAKARWARA	L AH K AA R W AH R AH
LAKDAWALA	L AE K D AO AH L AH
LAKH	L AE K
LAKHA	L AE K AH
LAKHON	L AE K AH N
LAKHT	L AE K T
LAMHE	L AE M HH
LAMHON	L AE M HH AH N
LAMP	L AE M P
LAND	L AE N D
LANDSCAPE	L AE N D S K EY P
LANDSCAPE(2)	L AE N S K EY P
LANDSLIDING	L AE N D S L AY D IH NG
LANG	L AE NG
LANGA	L AE N G AH
LANGAR	L AE N G AH R
LANGRI	L AE N G R IY
LANGUAGE	L AE NG G W AH JH
LANGUAGE(2)	L AE NG G W IH JH
LAO	L AW
LAQAB	L AE K AH B
LARA	L AA R AH
LARAI	L AE R EY
LARAIB	L AH R EY B
LAREN	L AE R AH N
LARKA	L AA R K AH
LARKHARA	L AA R K AH R AH
LARKIYAN	L AA R K IY AY AH N
LASER	L EY Z ER
LASHAIN	L AE SH AH IH N
LASHKAR	L AE SH AH R
LASHON	L AE SH AO N
LAST	L AE S T
LATEEFEY	L EY T IY F IY
LATHIYAN	L AH TH IY AY AH N
LAUBALI	L AO B AH L IY
LAUHON	L AO HH AH N
LAUN	L AO N
LAUNCHING	L AO N CH IH NG
LAUNGE	L AO N JH
LAUS	L EY AH S
LAUT	L AO T
LAWN	L AO N
LAY	L EY
LAYA	L EY AH
LAYE	L EY
LAYEN	L EY AH N
LAYI	L EY IY
LAYUNFIK	L EY AH N F AH K
LAZAT	L AE Z AH T
LAZING	L EY Z IH NG
LCATION	L K EY SH AH N
LE	L AH
LEADER	L IY D ER
LEADS	L IY D Z
LEAK	L IY K
LEARN	L ER N
LEARNING	L ER N IH NG
LEATHER	L EH DH ER
LEAYA	L IY AY AH
LEFT	L EH F T
LEGA	L EH G AH
LEGEND	L EH JH AH N D
LEGENDARY	L EH JH AH N D EH R IY
LEHAZA	L EH HH AH Z AH
LEHJA	L EH JH AH
LEHJEY	L EH JH IY
LEHREN	L EH R AH N
LEIN	L IY N
LEKIN	L EH K AH N
LEN	L EH N
LENA	L IY N AH
LENE	L IY N
LENGTH	L EH NG K TH
LENGTH(2)	L EH NG TH
LESSON	L EH S AH N
LESSONS	L EH S AH N Z
LETA	L EH T AH
LETE	L IY T
LETEY	L IY T IY
LETI	L EH T IY
LETS	L EH T S
LETTER	L EH T ER
LETTERS	L EH T ER Z
LEWA	L UW AH
LEYA	L EY AH
LEYNA	L EY N AH
LFZYAT	L F Z AY AH T
LGHW	EH L JH IY EY CH W
LI	L IY
LIA	L IY AH
LIBAAS	L IH B AH Z
LIBRARY	L AY B R EH R IY
LIBRERIAN	L IH B R IY R IY AH N
LIEN	L IY N
LIEUTENANT	L UW T EH N AH N T
LIHAAZ	L IH HH AH Z
LIHAZA	L IH HH AH Z AH
LIKE	L AY K
LIKELY	L AY K L IY
LIKH	L IH K
LIKHA	L IH K AH
LIKHAIN	L IH K EY N
LIKHE	L IH K
LIKHI	L IH K IY
LIKHNAY	L IH K N EY IY
LIKHO	L IH K OW
LIKHTE	L IH K T
LIKHUN	L IH K AH N
LIKHWA	L IH K W AH
LIMUN	L IH M AH N
LINE	L AY N
LISTEN	L IH S AH N
LISTENING	L IH S AH N IH NG
LISTENING(2)	L IH S N IH NG
LITCHI	L IH CH IY
LITERATURE	L IH T ER AH CH ER
LITHEREY	L AH TH IY R IY
LITTLE	L IH T AH L
LIVE	L AY V
LIVE(2)	L IH V
LIVESTOCK	L AY V S T AA K
LIYA	L AY AY AH
LIYAQAT	L AY AY AH K AH T
LIYE	L AY AY
LIYW	L AY AH W
LO	L OW
LOAD	L OW D
LOADSHEDING	L OW D SH EH D IH NG
LOCK	L AA K
LOG	L AO G
LOGO	L OW G OW
LOGON	L AA G AO N
LOHA	L AA HH AH
LOHAN	L AA AH N
LOHAR	L AA AH R
LOHE	L AA HH
LOK	L AA K
LOLLY	L AA L IY
LOMRI	L AA M R IY
LONGI	L AA N JH IY
LOOK	L UH K
LOOKS	L UH K S
LOOT	L UW T
LOT	L AA T
LOT(2)	L AO T
LOTHRA	L AA TH R AH
LOTION	L OW SH AH N
LOUD	L AW D
LOUIS	L UW IH S
LOUIS(2)	L UW IY
LOVE	L AH V
LOWER	L OW ER
LOWNG	L OW NG
LQUID	L K W IH D
LUCK	L AH K
LUDHIYANVI	L AH D HH IY AY AE N V IY
LUGHAT	L AH G HH AE T
LUGHWI	L AH W IY
LUMAR	L UW M AH R
LUN	L AH N
LUND	L AH N D
LURHAQ	L AH R AH K
LUXURY	L AH G ZH ER IY
M	EH M
M	EH M
MA	M AA
MAA	M AA
MAAB	M AA B
MAACHIS	M AA CH AH S
MAAD	M AA D
MAADHU	M AA D HH UW
MAAF	M AA F
MAAKHIZ	M AA K AH Z
MAAL	M EY AH L
MAAM	M AH M
MAAMLAY	M AA M L EY IY
MAAN	M EY AH N
MAANEY	M AA N IY
MAANG	M AA NG
MAANI	M AA N IY
MAAR	M EY AH R
MAARAZ	M AA R AH Z
MAASHOOQ	M AA SH AH K
MAATHEY	M AA TH IY
MAAVZON	M AA V Z AH N
MAAZI	M AA Z IY
MAAZRAT	M AA Z R AH T
MABAIN	M AH B EY N
MABZOOL	M AE B Z UW L
MACHA	M AE CH AH
MACHANE	M AH CH EY N
MACHAR	M AE CH AH R
MACHERON	M AE CH AH R AH N
MACHHI	M AE CH IY
MACHINE	M AH SH IY N
MACHINERY	M AH SH IY N ER IY
MACHINERY(2)	M AH SH IY N R IY
MACHLI	M AE K L IY
MACHLIYAN	M AE K L IY AY AH N
MACHOLI	M AE CH AH L IY
MAD	M AE D
MADAA	M AE D AH
MADAD	M AE D AH D
MADAHON	M AE D AH HH AH N
MADAM	M AE D AH M
MADAT	M AE D AH T
MADDAH	M AE D AH
MADE	M EY D
MADFAN	M AE D F AE N
MADFOON	M AE D F UW N
MADGHAM	M AE JH HH AH M
MADHAM	M AE D HH AE M
MADHAR	M AE D AH R
MADHON	M AE D HH AH N
MADHOSH	M AE D HH AH SH
MAD-MUQABIL	M AE D M AH K AH B AH L
MADOO	M AE D UW
MADOON	M AH D UW N
MADRASSA	M AE D R AE S AH
MADRASSON	M AE D R AE S AH N
MADZOOB	M AE D Z UW B
MAED	M AA D
MAEESHAT	M IY AH SH AH T
MAFAAD	M AE F AH D
MAFHOOM	M AE F UW M
MAFIA	M AA F IY AH
MAFLOOJ	M AE F L UW JH
MAFQOOD	M AE F UW D
MAFROOZAAT	M AE F R UW Z AH T
MAGAR	M AE G ER
MAGARMACH	M AH G AA R M AH CH
MAGAZINE	M AE G AH Z IY N
MAGHAZ	M AE AH Z
MAGHFIRAT	M AE F AH R AH T
MAGHFOOR	M AE F OW AH R
MAGHFY	M AE F IY
MAGHLOOB	M AH L UW B
MAGHROUR	M AE R AH R
MAGSI	M AE G S IY
MAH	M AA
MAHAULIYAT	M AE HH AH L IY AY AH T
MAHEENE	M AH HH IY N
MAHENA	M AE HH AH N AH
MAHIREEN	M AH HH AY R IY AH N
MAHJOOR	M AE JH OW AH R
MAHLON	M EY L AO N
MAHOL	M AE HH AH L
MAHROOM	M AH R UW M
MAHROON	M AH R UW N
MAHSWARA	M AE S W AH R AH
MAHWAAR	M AE W EY AH R
MAI	M AY
MAIDAN	M EY D AH N
MAIDE	M EY D
MAIL	M EY L
MAIN	M EY N
MAIYAT	M EY AY AH T
MAIZBAN	M EY Z AH N
MAJBOOR	M AE JH OW AH R
MAJEED	M EY JH IY D
MAJHAY	M AE JH HH EY IY
MAJLE	M EY JH AH L
MAJLIS	M AE JH L AH S
MAJMOA	M AE JH M OW AH
MAJMOAY	M AE JH M OW IY
MAJMOI	M AE JH M OY
MAJMUON	M AE JH M Y UW AH N
MAJOR	M EY JH ER
MAJROOH	M AE JH R UW
MAKE	M EY K
MAKES	M EY K S
MAKHDOOM	M AE K D UW M
MAKHDOOSH	M AE K D UW SH
MAKHHAN	M AE K AH N
MAKHION	M AE K IY AH N
MAKHIYAN	M AE K IY AY AH N
MAKHLOOQ	M AE K L AH K
MAKHOOZ	M AE K UW Z
MAKHRAJ	M AE K R AH JH
MAKHSOOS	M AE K S UW Z
MAKING	M EY K IH NG
MAKORON	M EY K ER AO N
MALAYSIA	M AH L EY ZH AH
MALAYSIAN	M AH L EY ZH AH N
MALBOOSAAT	M AE L B UW S AH T
MALDAAR	M AE L D EY AH R
MALE	M EY L
MALERIA	M AH L IY R IY AH
MALFOOZAT	M AE L F UW Z AH T
MALGHOBAH	M AE L G AA B AH
MALHOOT	M AE L HH UW T
MALIK	M AE L IH K
MALIKHOLIA	M AH L IH K OW L Y AH
MALOOM	M AH L UW M
MALOOMAAT	M AH L UW M AH T
MALOOMAT	M AH L UW M AH T
MALZOOM	M AE L Z UW M
MAMLAAT	M AE M L AH T
MAMNOO	M AE M N UW
MAMOOLI	M AH M UW L IY
MAN	M AE N
MANAGEMENT	M AE N AH JH M AH N T
MANAGEMENT(2)	M AE N IH JH M AH N T
MANAGER	M AE N AH JH ER
MANAGER(2)	M AE N IH JH ER
MANAGING	M AE N AH JH IH NG
MANAGMENT	M AE N EY JH M AH N T
MANASH	M AE N AE SH
MAND	M AE N D
MANDIYON	M AE N D AY IY AO N
MANDOBEEN	M AE N D UW B IY AH N
MANE	M EY N
MANFI	M AE N F IY
MANFIYAT	M AE N F IY AY AH T
MANGAL	M AE N G AE L
MANGNE	M AE N
MANGNI	M AE N G N IY
MANGWA	M AE N G W AH
MANHOOS	M AE N HH UW Z
MANJE	M AE N JH
MANJHDAR	M AE N JH HH D AH R
MANJI	M AE N JH IY
MANNUAL	M AE N Y AH W AH
MANOS	M EY N OW Z
MANSHOOR	M AE N SH UW ER
MANSOOBE	M AE N S UW B
MANSOOKH	M AE N S AH K
MANSOOKHI	M AE N S UH K IY
MANUFACTURER	M AE N Y AH F AE K CH ER ER
MANUFACTURERS	M AE N Y AH F AE K CH ER ER Z
MANWA	M AE N W AH
MANWIYAT	M AE N W IY AY AH T
MANY	M EH N IY
MANZAR	M AE N Z AH R
MANZOOM	M AE N Z UW M
MANZOOR	M AE N Z OW AH R
MANZOOR	M AE N Z OW AH R
MAO	M AW
MAOOD	M EY UW D
MAQAB	M AE K AH B
MAQAM	M AE K AH M
MAQBOOZA	M AE K B UW Z AH
MAQOOL	M AH K UW L
MAQROOZ	M AE K R UW Z
MAQSAD	M AE K S AH D
MAQSOOD	M AE K S UW D
MAR	M AA R
MARA-AAT	M AA R AH AA T
MARATHON	M EH R AH TH AA N
MARCH	M AA R CH
MARDANGNI	M AA R D AE N G N IY
MARDON	M AA R D AH N
MARE	M EH R
MAREEZON	M AH R IY Z AH N
MARGHAZAR	M AA R AH Z AH R
MARGHOOB	M AH R UW B
MARHOOM	M AH R UW M
MARHOON	M AH R UW N
MARKAZI	M AA R K AH Z IY
MARLAH	M AA R L AH
MARNE	M AA R N
MAROZI	M AE R AH Z IY
MARRAH	M AE R AH
MARRI	M AE R IY
MARRIAGE	M EH R IH JH
MARSHAL	M AA R SH AH L
MARSIYE	M AA R S IY AY
MARTABA	M AA R T AH B AH
MARZ	M AA R Z
MARZI	M AA R Z IY
MASAIL	M AA Z EY L
MASALA	M AE S AH L AH
MASHAEKHE	M AH SH IY K
MASHAGHIL	M AE SH AH AH L
MASHAR	M AE SH ER
MASHE	M AE SH
MASHGALA	M AE SH G AE L AH
MASHHOOR	M AE SH HH OW ER
MASHIYAT	M AH SH IY AY AH T
MASHOOOR	M AE SH UW AH R
MASHQ	M AE SH
MASHQEN	M AE SH AH N
MASHRIQ	M AE SH R AH K
MASHROOBAT	M AE SH R UW B AH T
MASHROOD	M AE SH R UW D
MASHWARA	M AE SH W AH R AH
MASJID	M AE Z AH D
MASKHARE	M AE S K HH EH R
MASLA	M AE Z L AH
MASLAN	M AE Z L AH N
MASNOAAT	M AE Z N OW AH T
MASNOOI	M AE Z N UW IY
MASOOM	M AH S UW M
MASOORON	M AE S AH R AH N
MASQ	M AE S
MASROOF	M AA Z R UW F
MASROOFIYAT	M AE Z R AH F IY AY AH T
MAST	M AE S T
MAT	M AE T
MATBUA	M AE T B Y UW AH
MATCH	M AE CH
MATCHES	M AE CH AH Z
MATCHES(2)	M AE CH IH Z
MATCHON	M AE CH AO N
MATHA	M AE TH AH
MATLAB	M AE T L AE B
MATLOOBA	M AE T L UW B AH
MATURE	M AH CH UH R
MATURE(2)	M AH T Y UH R
MAUDBANA	M AO D AH N AH
MAUHLAT	M AO L AH T
MAUJIL	M AO JH AH L
MAUJOOD	M AH JH UW D
MAULA	M AO L AH
MAUQA	M AO K AH
MAUQEY	M AO K IY
MAUQON	M AO K AH N
MAUSAM	M AO S AH M
MAUSAR	M EY AH S AH R
MAUSHRE	M AO SH R
MAUT	M AO T
MAUTAL	M EY Y UW T AH L
MAUZIZ	M AO Z AH Z
MAWAD	M AO AH D
MAWALSLATI	M AO AE L S L AH T IY
MAWESHI	M AO AH SH IY
MAY	M EY
MAYANAT	M EY AH N AH T
MAYOOB	M EY UW B
MAYOOS	M EY UW Z
MAYOR	M EY ER
MAYYAD	M EY AY AH D
MAYYARI	M EY AY AH R IY
MAYYAT	M EY AY AH T
MAYYATON	M EY IY AH T AH N
MAZAAQ	M AE Z AH K
MAZAKRAAT	M AH Z AE K R AH T
MAZARAEEN	M AH Z AE R IY AH N
MAZAYEKA	M AH Z EY AH K AH
MAZBOOT	M AE Z UW T
MAZDA	M AA Z D AH
MAZDA(2)	M AE Z D AH
MAZDOORON	M AE Z D AH R AH N
MAZE	M EY Z
MAZEDAAR	M AH Z EH D EY AH R
MAZEED	M EY Z D
MAZHAB	M AE Z HH AH B
MAZHABI	M AE Z HH AH B IY
MAZHAQ	M AE Z HH AH K
MAZHAR	M AE Z AH R
MAZLAAM	M AE Z L AH M
MAZMOON	M AE Z M UW N
MAZOORIYON	M AE Z AH R IY AY AH N
MAZROB	M AE Z R AH B
ME	M IY
MEAN	M IY N
MEANDI	M IY N D IY
MEANS	M IY N Z
MEDIA	M IY D IY AH
MEDICAL	M EH D AH K AH L
MEDICAL(2)	M EH D IH K AH L
MEDICINE	M EH D AH S AH N
MEECHO	M IY CH OW
MEEL	M IY L
MEEM	M IY M
MEERA	M IH R AH
MEERAN	M IH R AH N
MEERTHI	M IH R TH IY
MEET	M IY T
MEETAIYAN	M IY T EY AY AH N
MEETHAY	M IY T HH EY
MEETHI	M IY TH IY
MEETING	M IY T IH NG
MEGA	M EH G AH
MEHANGA	M AH HH AE N G AH
MEHANGAI	M AH HH AE N G EY
MEHARBANI	M AH HH AA R B AH N IY
MEHARBANIYON	M AH HH AA R B AH N IY AY AH N
MEHAZ	M EH HH AH Z
MEHBOOB	M AH B UW B
MEHBOOBA	M AH B UW B AH
MEHDOOD	M AH D UW D
MEHFIL	M EH F AH L
MEHFOOZ	M AH F UW Z
MEHLOOL	M AH L UW L
MEHMAN	M EH M AH N
MEHNAT	M EH N AH T
MEHRAN	M EH R AH N
MEHSOOS	M AH S UW Z
MEHWAR	M EH W AH R
MEHWISH	M EH W AH SH
MEHWIYAT	M EH W IY AY AH T
MEHZOOZ	M AH Z UW Z
MEIN	M IY N
MELA	M EH L AH
MELAY	M EH L EY IY
MEMBER	M EH M B ER
MEMON	M EH M AH N
MEMORIAL	M AH M AO R IY AH L
MENDHA	M EH N D HH AH
MENE	M IY N
MENGAL	M EH N G AE L
MEOW	M IY AW
MERA	M EH R AH
MERAY	M EH R EY IY
MERBAANI	M AH R B AH N IY
MERCHANT	M ER CH AH N T
MERE	M IH R
MEREY	M IH ER IY
MERI	M EH R IY
MERIT	M EH R AH T
MESSAGE	M EH S AH JH
MESSAGE(2)	M EH S IH JH
MET	M EH T
METHI	M EH TH IY
METHODS	M EH TH AH D Z
METHYL	M EH TH AH L
METTHA	M EH T TH AH
MEVA	M EH V AH
MEWATI	M Y UW AH T IY
MEZEN	M IY Z AH N
MG	EH M G
MHMANAN	M HH M AE N AH N
MIAN	M AY AH N
MICROWAVE	M AY K R AH W EY V
MIDDLE	M IH D AH L
MIDNIGHT	M IH D N AY T
MIKHAYL	M IH K EY L
MIL	M IH L
MILA	M AY L AH
MILAU	M IH L AH
MILEIN	M AY L IH N
MILEY	M AY L IY
MILI	M IH L IY
MILLAT	M IH L AH T
MILLI	M IH L IY
MILLION	M IH L Y AH N
MILLIYA	M IH L IY AY AH
MILNAY	M IH L N EY IY
MILNE	M IH L N
MILNEY	M IH L N IY
MILSWEY	M IH L S W IY
MILTA	M IH L T AH
MILTI	M IH L T IY
MILUN	M IH L AH N
MINDED	M AY N D AH D
MINDED(2)	M AY N D IH D
MINT	M IH N T
MINUTE	M IH N AH T
MINUTE(2)	M AY N UW T
MINUTE(3)	M AY N Y UW T
MIQDAAR	M IH K D EY AH R
MIRCH	M AH R CH
MIRCHE	M AH R CH
MIRCHON	M AH R CH AH N
MIRZA	M ER Z AH
MISAAL	M AH S EY AH L
MISDAAQ	M IH S D AA K
MISS	M IH S
MISSILE	M IH S AH L
MITHAN	M IH TH AH N
MITTEN	M IH T AH N
MITTI	M IH T IY
MIZAAJ	M IH Z AH JH
MIZAH	M IH Z AH
MIZGAN	M IH Z AH N
MKHALFON	M K AE L F AH N
MLARIA	M L AE R IY AH
MNAFAON	M N AE F EY AH N
MNDRI	M N D R IY
MOAJAZAAT	M OW JH AH Z AH T
MOAJEZAE	M OW JH AH Z IY
MOAJOON	M OW JH UW N
MOAKHAR	M OW K AH R
MOAMMA	M OW M AH
MOASAR	M OW Z AH R
MOBILE	M OW B AH L
MOCHI	M AA CH IY
MODEL	M AA D AH L
MODELING	M AA D AH L IH NG
MODELING(2)	M AA D L IH NG
MOEED	M OW AH T
MOHABBAT	M AH HH AE B AH T
MOHAN	M OW HH AA N
MOHARRIR	M AH HH AE R AH R
MOHEEB	M AH HH IY B
MOHOOM	M AH HH UW M
MOHQIQEEN	M AA HH K IH K IY AH N
MOHSIN	M AA S AH N
MOHSINA	M AA S AH N AH
MOHTAAJON	M AA T AH JH AH N
MOHTARMA	M AH T AA R M AH
MOISTERIZER	M OY S T ER AY Z ER
MOISTURIZING	M OY S CH ER AY Z IH NG
MOJAB	M AA JH AH B
MOJOOD	M AH JH UW D
MOJOODA	M AH JH UW D AH
MOJOODAH	M AH JH UW D AH
MOJZAN	M AA JH Z AH N
MOKHAR	M AA K AH R
MOLANA	M AA L AH N AH
MOLVI	M OW L V IY
MOMAR	M AA M ER
MOMID	M AA M AH D
MOMIN	M AA M IH N
MOOCHEN	M UW CH AH N
MOOCHON	M UW CH AH N
MOOD	M UW D
MOODHI	M UW D HH IY
MOON	M UW N
MOONA	M UW N AH
MOONG	M UW NG
MOONUS	M UW N AH S
MOOZI	M UW Z IY
MORAK	M AO R AH K
MORCHAY	M AO R CH EY IY
MORDALZAM	M AO R D AE L Z AH M
MORE	M AO R
MORH	M AO R
MORKHIN	M AO R K AH N
MOROOSI	M AH R UW S IY
MOSEEQI	M OW S AH K IY
MOSLADHAR	M AA Z L AH D AH R
MOSMIYAT	M AA Z M IY AY AH T
MOSOOL	M AH S UW L
MOSTLY	M OW S T L IY
MOSTLY(2)	M OW S L IY
MOTEM	M AA T AH M
MOTION	M OW SH AH N
MOTORCYCLE	M OW T ER S AY K AH L
MOUF	M AW F
MOUNT	M AW N T
MOUT	M AW T
MOUTH	M AW TH
MOVE	M UW V
MOVEABLE	M UW V AH B AH L
MOVEMENT	M UW V M AH N T
MOVIE	M UW V IY
MOWAQEY	M OW AH K IY
MOZA	M OW Z AH
MOZOOAAT	M AA Z UW AH T
MOZOON	M AH Z UW N
MOZOONIYAT	M AA Z AH N IY AY AH T
MOZU	M OW Z UW
MP	EH M P
MRGHBANI	M R B AE N IY
MRS	M IH S IH Z
MTAADID	M T AA D AH D
MTHAL	M TH AE L
MTHRANI	M TH R AE N IY
MUA	M Y UW AH
MUAHIDAY	M Y UW AH HH IH D EY IY
MUAINA	M Y UW EY N AH
MUALIJ	M Y UW AH L AH JH
MUALIM	M Y UW AH L AH M
MUALJA	M Y UW AE L JH AH
MUALJE	M Y UW AH L JH
MUANIDANA	M Y UW AH N IH D AH N AH
MUAQQAF	M Y UW AE K AH F
MUAQQAR	M Y UW AE K AH R
MUARIFAT	M Y UW AE R AH F AH T
MUARKHA	M Y UW AA R K AH
MUASH	M Y UW AH SH
MUASHIAAT	M Y UW AE SH IY AH T
MUASIR	M Y UW AH S AH R
MUAVZA	M Y UW AE V Z AH
MUAWIN	M Y UW AH AH N
MUAZ	M Y UW AH Z
MUAZIZEEN	M Y UW AH Z AY Z IY AH N
MUBADLA	M Y UW B AE D L AH
MUBALIGHEEN	M Y UW B AH L AY IY AH N
MUBARAK	M UW B AA R IH K
MUBARAK(2)	M Y UW B AA R IH K
MUBASHIR	M Y UW B AH SH AH R
MUBEEN	M Y UW B IY AH N
MUBHAM	M AH B HH AH M
MUBLIGH	M AH B L IY
MUBNI	M AH B N IY
MUBTALA	M AH B T AH L AH
MUCH	M AH CH
MUDAFAT	M AH D AH F AE T
MUDAIYAN	M Y UW D EY AY AH N
MUDAKHLAT	M Y UW D AE K L AH T
MUDDAH	M AH D AH
MUDDAI	M AH D EY
MUDDAT	M AH D AH T
MUEEN	M Y UW AH AH N
MUFAHIMAT	M Y UW F AE HH AH M AH T
MUFAKKIR	M Y UW F AE K AH R
MUFASSAR	M Y UW F AH S AH R
MUFEED	M Y UW F IY D
MUFIR	M Y UW F AH R
MUFLIS	M AH F L AH S
MUG	M AH G
MUGHAL	M AH AH L
MUGHALON	M AH AH L AH N
MUGHIS	M AH AH S
MUGHLIA	M AH L IY AH
MUGHRABI	M AH R AH B IY
MUHABBAT	M AH HH AE B AH T
MUHAFIZON	M AH HH AE F AH Z AH N
MUHAJIR	M AH HH AH JH AH R
MUHAMMAD	M UH HH AA M AH D
MUHAQIQ	M AH HH AH K AH K
MUHAR	M AH AH R
MUHAYA	M AH HH EY AH
MUHAYYAR	M AH HH EY AY AH R
MUHIM	M AH HH AH M
MUHLIQ	M AH L AH K
MUHMIN	M AH M AH N
MUJAHID	M Y UW JH AH HH AH D
MUJAHY	M Y UW JH AH IY
MUJARRAD	M Y UW JH AE R AH D
MUJAWAZA	M Y UW JH AO AH Z AH
MUJEEB	M Y UW JH IY B
MUJH	M AH JH
MUJHAY	M AH JH HH EY IY
MUJHE	M AH JH HH
MUJHY	M AH JH IY
MUJRIM	M AH JH R AH M
MUKHAFFAF	M AH K AE F AH F
MUKHAIYAR	M AH K EY AY AH R
MUKHALIFAT	M AH K AE L AH F AH T
MUKHBIRI	M AH K B AH R IY
MUKHIL	M AH K AH L
MUKHRA	M AH K R AH
MUKHRE	M AH K R
MUKHTALIF	M AH K T AH L AH F
MUKHZAN	M AH K Z AH N
MULAKAT	M Y UW L AH K AH T
MULAQAT	M Y UW L AH K AH T
MULAWIS	M Y UW L AH AH S
MULAZIM	M Y UW L AH Z AH M
MULAZIMAT	M Y UW L AE Z AH M AH T
MULAZIMEEN	M Y UW L AH Z AY M IY AH N
MULAZMAT	M Y UW L AE Z M AH T
MULAZMEEN	M Y UW L AE Z M IY AH N
MULHIQ	M AH L HH AH K
MULHIQA	M AH L HH AH K AH
MULK	M UH K
MULKI	M UH L K IY
MULLAON	M AH L AH AO N
MUMALIK	M Y UW M AH L AH K
MUMANIYAT	M Y UW M AH N IY AY AH T
